timestamp,ch1,ch2,ch3,ch4
1769020170.659615,-122.55859375,-55.17578125,0.0,-117.1875,0.0
1769020170.6635263,-42.96875,-40.0390625,0.0,-62.01171875,0.0
1769020170.6674376,-17.08984375,-29.296875,0.0,-29.78515625,0.0
1769020170.6713488,-69.3359375,-32.2265625,0.0,-59.5703125,0.0
1769020170.6752598,-102.05078125,-39.55078125,0.0,-74.70703125,0.0
1769020170.679171,-65.4296875,-42.48046875,0.0,-36.62109375,0.0
1769020170.6830823,-7.8125,-36.1328125,0.0,7.32421875,0.0
1769020170.6869936,27.83203125,-25.87890625,0.0,31.25,0.0
1769020170.6909049,-20.99609375,-25.390625,0.0,0.48828125,0.0
1769020170.6948159,-66.89453125,-29.296875,0.0,-25.87890625,0.0
1769020170.6987271,-35.64453125,-37.109375,0.0,-14.16015625,0.0
1769020170.7026384,18.5546875,-53.22265625,0.0,15.625,0.0
1769020170.7063074,47.8515625,-37.109375,423.33984375,34.66796875,0.0
1769020170.7102187,-0.9765625,-27.83203125,369.62890625,0.48828125,0.0
1769020170.71413,-53.7109375,-35.15625,178.7109375,-30.76171875,0.0
1769020170.7180412,-37.109375,-33.69140625,167.48046875,-12.6953125,0.0
1769020170.7219522,10.25390625,-33.69140625,353.02734375,19.53125,0.0
1769020170.7258635,48.828125,-40.0390625,323.73046875,35.15625,0.0
1769020170.7297747,13.671875,-40.0390625,-51.26953125,13.18359375,0.0
1769020170.733686,-52.734375,-33.203125,57.6171875,-28.80859375,0.0
1769020170.737597,-46.875,-31.73828125,281.25,-27.34375,0.0
1769020170.7415082,11.71875,-32.2265625,170.8984375,13.18359375,0.0
1769020170.7454195,60.546875,-34.66796875,209.47265625,42.48046875,0.0
1769020170.7493308,24.4140625,-36.62109375,273.4375,17.578125,0.0
1769020170.7529976,0.0,-35.64453125,237.3046875,-19.04296875,0.0
1769020170.756909,0.0,-22.94921875,90.8203125,-3.90625,0.0
1769020170.7608202,0.0,-18.5546875,12.6953125,14.6484375,0.0
1769020170.7647314,0.0,-33.69140625,208.0078125,16.6015625,0.0
1769020170.7686424,0.0,-41.015625,208.984375,-6.34765625,0.0
1769020170.7725537,0.0,-39.55078125,-206.0546875,-44.921875,0.0
1769020170.776465,0.0,-39.0625,-321.2890625,-40.52734375,0.0
1769020170.780376,0.0,-38.57421875,-27.83203125,-18.5546875,0.0
1769020170.7842872,0.0,-36.1328125,180.6640625,11.23046875,0.0
1769020170.7881985,0.0,-38.0859375,50.29296875,6.34765625,0.0
1769020170.7921095,0.0,-44.43359375,-86.42578125,-31.25,0.0
1769020170.7960207,0.0,-46.38671875,-125.0,-38.57421875,0.0
1769020170.7997096,-47.8515625,-46.38671875,-183.59375,-27.83203125,0.0
1769020170.8036208,5.37109375,-41.015625,-124.51171875,-1.953125,0.0
1769020170.8075318,-1.953125,-27.83203125,81.54296875,-7.32421875,0.0
1769020170.811443,-81.0546875,-23.92578125,-36.1328125,-62.98828125,0.0
1769020170.8153543,-116.69921875,-28.80859375,-221.6796875,-93.75,0.0
1769020170.8192654,-91.30859375,-31.25,-457.03125,-88.37890625,0.0
1769020170.8231766,-52.734375,-39.0625,-211.42578125,-78.125,0.0
1769020170.8270879,-48.33984375,-43.45703125,226.07421875,-83.984375,0.0
1769020170.830999,-123.53515625,-43.45703125,-36.1328125,-134.27734375,0.0
1769020170.8349102,-199.21875,-50.29296875,-478.515625,-173.828125,0.0
1769020170.8388214,-187.5,-38.0859375,-356.4453125,-179.6875,0.0
1769020170.8427324,-129.8828125,-32.2265625,-202.1484375,-164.55078125,0.0
1769020170.8464193,-119.62890625,-33.69140625,-289.0625,-147.94921875,0.0
1769020170.8503306,-192.3828125,-22.4609375,-383.7890625,-182.6171875,0.0
1769020170.8542416,-235.83984375,-23.92578125,-472.65625,-216.796875,0.0
1769020170.8581529,-211.42578125,-37.59765625,-425.29296875,-203.61328125,0.0
1769020170.8620641,-160.64453125,-43.45703125,-430.6640625,-167.96875,0.0
1769020170.8659751,-122.0703125,-34.1796875,-485.3515625,-146.97265625,0.0
1769020170.8698864,-159.1796875,-29.78515625,-450.68359375,-171.38671875,0.0
1769020170.8737974,-208.984375,-28.3203125,-430.17578125,-187.5,0.0
1769020170.8777087,-195.3125,-21.484375,-568.84765625,-163.0859375,0.0
1769020170.88162,-129.39453125,-20.5078125,-553.22265625,-116.69921875,0.0
1769020170.885531,-73.2421875,-15.625,-308.10546875,-89.35546875,0.0
1769020170.8894422,-104.00390625,-39.55078125,-340.8203125,-100.5859375,0.0
1769020170.8931255,-142.578125,-61.5234375,-527.83203125,-97.16796875,0.0
1769020170.8970368,-107.91015625,-27.34375,-420.8984375,-69.3359375,0.0
1769020170.9009478,-41.9921875,-10.25390625,-316.40625,-26.3671875,0.0
1769020170.904859,6.34765625,-20.01953125,-356.93359375,10.25390625,0.0
1769020170.90877,-19.53125,-23.92578125,-452.63671875,-6.8359375,0.0
1769020170.9126813,-60.546875,-23.4375,-502.44140625,-34.1796875,0.0
1769020170.9165924,-52.24609375,-29.78515625,-441.40625,-25.390625,0.0
1769020170.9205036,-6.8359375,-45.41015625,-387.20703125,2.44140625,0.0
1769020170.9244149,44.921875,-56.640625,-593.26171875,31.73828125,0.0
1769020170.928326,19.53125,-40.52734375,-417.96875,26.3671875,0.0
1769020170.9322371,-46.38671875,-33.203125,-297.8515625,-7.32421875,0.0
1769020170.9361482,-31.73828125,-33.69140625,-478.02734375,-3.41796875,0.0
1769020170.9398303,0.0,-34.66796875,-414.0625,0.0,0.0
1769020170.9437413,0.0,-36.62109375,-280.76171875,0.0,0.0
1769020170.9476526,0.0,-20.5078125,-289.55078125,0.0,0.0
1769020170.9515638,0.0,-20.5078125,-429.19921875,0.0,0.0
1769020170.9554749,0.0,-25.390625,-479.98046875,0.0,0.0
1769020170.959386,0.0,-21.97265625,-451.171875,0.0,0.0
1769020170.9632971,0.0,-21.484375,-348.14453125,0.0,0.0
1769020170.9672084,0.0,-30.2734375,-375.0,0.0,0.0
1769020170.9711194,0.0,-40.52734375,-489.2578125,0.0,0.0
1769020170.9750307,0.0,-35.15625,-319.82421875,0.0,0.0
1769020170.9789417,0.0,-32.2265625,-271.97265625,0.0,0.0
1769020170.982853,0.0,-37.109375,-334.47265625,0.0,0.0
1769020170.9865305,64.453125,-38.0859375,-191.40625,44.921875,0.0
1769020170.9904418,-17.578125,-33.203125,-183.10546875,0.9765625,0.0
1769020170.9943528,-55.6640625,-31.73828125,-376.46484375,-15.13671875,0.0
1769020170.998264,-21.484375,-34.66796875,-486.328125,8.7890625,0.0
1769020171.002175,30.2734375,-41.9921875,-302.24609375,27.34375,0.0
1769020171.0060863,53.7109375,-30.76171875,-280.2734375,50.78125,0.0
1769020171.0099974,14.6484375,-26.3671875,-427.24609375,27.34375,0.0
1769020171.0139086,-20.01953125,-38.0859375,-684.5703125,-7.8125,0.0
1769020171.0178196,-7.8125,-32.2265625,-482.421875,6.34765625,0.0
1769020171.021731,42.96875,-29.296875,-235.83984375,34.1796875,0.0
1769020171.025642,68.359375,-41.9921875,-353.515625,41.50390625,0.0
1769020171.0295532,13.671875,-36.62109375,-351.5625,6.8359375,0.0
1769020171.033229,-22.4609375,-20.5078125,-360.3515625,0.0,0.0
1769020171.0371401,-13.18359375,-23.92578125,-340.33203125,0.0,0.0
1769020171.0410514,32.71484375,-33.203125,-318.84765625,0.0,0.0
1769020171.0449624,85.44921875,-31.25,-229.00390625,0.0,0.0
1769020171.0488737,22.4609375,-36.62109375,-211.9140625,0.0,0.0
1769020171.0527847,-47.36328125,-42.96875,-359.86328125,0.0,0.0
1769020171.0566957,-9.765625,-25.390625,-442.87109375,0.0,0.0
1769020171.060607,33.203125,-31.73828125,-465.33203125,0.0,0.0
1769020171.064518,68.359375,-31.73828125,-104.4921875,0.0,0.0
1769020171.0684292,29.78515625,-20.99609375,44.43359375,0.0,0.0
1769020171.0723403,-39.0625,-26.85546875,-262.6953125,0.0,0.0
1769020171.0762515,-31.73828125,-29.296875,-281.73828125,0.0,0.0
1769020171.0799248,17.578125,-29.78515625,-191.40625,-0.48828125,0.0
1769020171.0838358,59.08203125,-44.43359375,17.08984375,15.625,0.0
1769020171.087747,15.625,-46.38671875,-63.4765625,-9.27734375,0.0
1769020171.091658,-46.38671875,-27.34375,-318.84765625,-41.50390625,0.0
1769020171.0955694,-33.203125,-22.4609375,-232.421875,-31.73828125,0.0
1769020171.0994804,11.23046875,-24.90234375,-256.34765625,9.27734375,0.0
1769020171.1033914,47.36328125,-23.4375,-452.1484375,32.2265625,0.0
1769020171.1073027,15.13671875,-31.25,-211.42578125,-3.41796875,0.0
1769020171.1112137,-49.31640625,-28.80859375,-57.12890625,-41.50390625,0.0
1769020171.115125,-46.38671875,-28.3203125,-297.36328125,-21.97265625,0.0
1769020171.119036,-2.44140625,-33.203125,-288.0859375,12.20703125,0.0
1769020171.122947,37.59765625,-33.203125,-168.9453125,10.7421875,0.0
1769020171.126618,15.625,-31.25,-155.2734375,-10.25390625,0.0
1769020171.130529,-29.78515625,-18.5546875,-328.125,-19.53125,0.0
1769020171.13444,-35.15625,-12.6953125,-391.6015625,-20.5078125,0.0
1769020171.1383512,-8.30078125,-22.94921875,-346.19140625,-9.27734375,0.0
1769020171.1422622,53.7109375,-24.4140625,-203.125,22.94921875,0.0
1769020171.1461732,27.83203125,-26.85546875,-281.25,13.18359375,0.0
1769020171.1500845,-57.12890625,-34.66796875,-381.34765625,-32.71484375,0.0
1769020171.1539955,-60.05859375,-17.578125,-273.4375,-35.15625,0.0
1769020171.1579065,-10.7421875,-15.13671875,-243.65234375,-17.08984375,0.0
1769020171.1618178,43.45703125,-23.4375,-242.67578125,9.765625,0.0
1769020171.1657288,49.31640625,-23.4375,-192.3828125,20.5078125,0.0
1769020171.1696398,-18.06640625,-11.23046875,-165.0390625,-12.6953125,0.0
1769020171.173334,-56.640625,-10.7421875,-250.0,-30.2734375,0.0
1769020171.177245,-23.4375,-19.04296875,-377.9296875,-11.23046875,0.0
1769020171.181156,34.66796875,-16.6015625,-239.74609375,20.01953125,0.0
1769020171.1850672,45.41015625,-20.01953125,-170.8984375,15.625,0.0
1769020171.1889782,-25.390625,-23.4375,-255.859375,-23.4375,0.0
1769020171.1928892,-55.6640625,-24.90234375,-430.6640625,-30.76171875,0.0
1769020171.1968005,-20.01953125,-31.73828125,-401.85546875,-18.06640625,0.0
1769020171.2007115,26.85546875,-34.1796875,-131.34765625,2.44140625,0.0
1769020171.2046225,46.875,-27.83203125,99.609375,10.7421875,0.0
1769020171.2085338,-17.08984375,-27.83203125,-318.359375,-16.6015625,0.0
1769020171.2124448,-63.4765625,-39.55078125,-265.625,-43.45703125,0.0
1769020171.2163558,-41.9921875,-34.66796875,-2.44140625,-40.52734375,0.0
1769020171.2200449,3.90625,-22.94921875,25.390625,-4.8828125,0.0
1769020171.2239559,34.1796875,-29.78515625,70.3125,7.32421875,0.0
1769020171.227867,-10.25390625,-29.296875,143.06640625,-19.04296875,0.0
1769020171.2317781,-61.03515625,-25.390625,46.875,-42.96875,0.0
1769020171.2356892,-48.33984375,-24.90234375,-208.49609375,-38.0859375,0.0
1769020171.2396002,8.7890625,-25.390625,-271.97265625,-3.41796875,0.0
1769020171.2435112,41.015625,-35.15625,-41.015625,14.6484375,0.0
1769020171.2474225,-1.953125,-33.69140625,210.44921875,-23.4375,0.0
1769020171.2513335,-54.19921875,-25.390625,-102.05078125,-50.78125,0.0
1769020171.2552445,-52.734375,-32.2265625,-329.1015625,-38.57421875,0.0
1769020171.2591555,-5.37109375,-36.62109375,140.13671875,-12.6953125,0.0
1769020171.2630668,53.7109375,-32.2265625,293.9453125,19.04296875,0.0
