win_start,win_end,Delta,Theta,Alpha,Beta,Gamma,Stress_Label
1769020170.659615,1769020182.310674,0.14931390131486316,0.10570951313208417,0.05345473973161553,0.031045334905467233,0.15841186755651845,L
