win_start,win_end,Delta,Theta,Alpha,Beta,Gamma,Stress_Label
1769020311.9210515,1769020325.0295398,0.380703222324413,0.16714762475160325,0.07804989006192505,0.06676731391848614,0.042061876344504964,L
