timestamp,ch1,ch2,ch3,ch4
1769167708,34.1796875,-37.59765625,197.75390625,7.8125,0.0
1769167708,116.69921875,-17.578125,70.3125,96.6796875,0.0
1769167708,68.84765625,-7.32421875,62.5,64.94140625,0.0
1769167708,-24.90234375,15.625,99.12109375,-11.71875,0.0
1769167708,-31.73828125,12.6953125,-25.87890625,-23.92578125,0.0
1769167708,46.875,-12.20703125,-145.99609375,37.109375,0.0
1769167708,132.32421875,-13.18359375,-75.1953125,83.984375,0.0
1769167708,112.3046875,9.765625,91.30859375,57.6171875,0.0
1769167708,17.08984375,18.5546875,241.2109375,-10.7421875,0.0
1769167708,-15.625,-13.671875,-78.61328125,-25.87890625,0.0
1769167708,27.34375,-20.01953125,-222.65625,14.6484375,0.0
1769167708,92.7734375,-7.8125,316.89453125,40.0390625,0.0
1769167708,105.46875,-19.04296875,332.03125,62.98828125,0.0
1769167708,20.5078125,-28.80859375,139.6484375,6.8359375,0.0
1769167708,-38.57421875,-36.1328125,168.45703125,-43.45703125,0.0
1769167708,16.11328125,-34.1796875,315.91796875,-1.953125,0.0
1769167708,113.28125,-19.04296875,265.625,65.91796875,0.0
1769167708,124.51171875,-12.20703125,19.53125,81.0546875,0.0
1769167708,33.203125,-11.71875,-33.69140625,8.30078125,0.0
1769167708,-41.9921875,-10.25390625,94.23828125,-59.5703125,0.0
1769167708,4.39453125,-29.296875,18.5546875,-20.01953125,0.0
1769167708,111.81640625,-43.45703125,-126.953125,66.40625,0.0
1769167708,110.83984375,-31.25,236.81640625,52.24609375,0.0
1769167708,29.296875,-24.4140625,387.6953125,5.859375,0.0
1769167708,-29.78515625,-35.15625,129.39453125,-29.78515625,0.0
1769167708,-12.6953125,-35.15625,60.546875,-20.99609375,0.0
1769167708,75.68359375,-16.6015625,288.57421875,52.24609375,0.0
1769167708,122.0703125,-17.08984375,342.28515625,92.7734375,0.0
1769167708,53.22265625,-22.94921875,99.609375,49.8046875,0.0
1769167708,-30.2734375,-7.32421875,-104.00390625,-7.8125,0.0
1769167708,-24.4140625,4.39453125,-99.12109375,-18.06640625,0.0
1769167709,62.01171875,-6.34765625,-15.13671875,23.92578125,0.0
1769167709,132.32421875,-46.875,-211.42578125,87.40234375,0.0
1769167709,76.66015625,-37.59765625,-334.47265625,56.15234375,0.0
1769167709,-29.78515625,-9.27734375,141.11328125,-36.1328125,0.0
1769167709,-35.64453125,-28.3203125,134.765625,-26.3671875,0.0
1769167709,52.24609375,-10.7421875,23.4375,39.55078125,0.0
1769167709,124.51171875,13.671875,258.30078125,78.125,0.0
1769167709,83.984375,20.01953125,360.83984375,39.55078125,0.0
1769167709,-0.48828125,13.671875,224.12109375,-15.13671875,0.0
1769167709,-23.4375,5.37109375,20.99609375,-19.04296875,0.0
1769167709,53.7109375,-24.90234375,-58.10546875,41.50390625,0.0
1769167709,132.8125,-30.76171875,64.453125,84.9609375,0.0
1769167709,109.375,-7.32421875,66.89453125,69.3359375,0.0
1769167709,-3.41796875,-15.13671875,-213.8671875,5.37109375,0.0
1769167709,-67.3828125,1.953125,-20.5078125,-54.6875,0.0
1769167709,-1.953125,6.34765625,230.95703125,-5.859375,0.0
1769167709,87.890625,-19.04296875,106.4453125,78.125,0.0
1769167709,81.0546875,-18.06640625,35.64453125,78.61328125,0.0
1769167709,-22.4609375,-23.92578125,200.68359375,-20.01953125,0.0
