win_start,win_end,Delta,Theta,Alpha,Beta,Gamma,Stress_Label
1769020540.1091566,1769020546.9446137,0.3654111790646505,0.14317216277558675,0.08489943714878281,0.05813251539172734,0.033657139313830894,L
