timestamp,ch1,ch2,ch3,ch4
1769056632.9227402,0.0,0.0,0.0,-0.48828125,0.0
1769056632.9265997,0.0,-0.48828125,0.0,0.0,0.0
1769056632.9304593,0.0,-1.46484375,0.0,0.9765625,0.0
1769056632.934319,0.0,-3.90625,0.0,-3.90625,0.0
1769056632.9381785,0.0,22.4609375,0.0,24.90234375,0.0
1769056632.942038,0.0,-103.02734375,0.0,43.45703125,0.0
1769056632.9458976,0.0,9.765625,0.0,41.9921875,0.0
1769056632.949757,0.0,-3.90625,0.0,74.21875,0.0
1769056632.9536166,0.0,1.953125,0.0,78.61328125,0.0
1769056632.9574764,0.0,287.59765625,0.0,58.10546875,0.0
1769056632.961336,0.0,61.03515625,0.0,35.15625,0.0
1769056632.9651954,0.0,-199.21875,0.0,40.0390625,0.0
1769056632.9679723,70.3125,96.6796875,-36.62109375,49.8046875,0.0
1769056632.9717417,63.96484375,389.16015625,-36.1328125,55.6640625,0.0
1769056632.975511,59.08203125,-73.2421875,-31.25,40.0390625,0.0
1769056632.9792805,36.1328125,-360.3515625,-33.69140625,10.7421875,0.0
1769056632.9830496,29.78515625,43.45703125,-46.38671875,13.18359375,0.0
1769056632.986819,72.265625,49.31640625,-41.50390625,49.8046875,0.0
1769056632.9905884,91.30859375,-547.36328125,-37.109375,66.89453125,0.0
1769056632.9943578,53.22265625,-405.76171875,-49.8046875,24.90234375,0.0
1769056632.998127,17.08984375,195.80078125,-53.7109375,-13.671875,0.0
1769056633.0018964,26.3671875,-118.65234375,-37.109375,10.25390625,0.0
1769056633.0056658,48.828125,-83.0078125,-37.59765625,34.66796875,0.0
1769056633.0094352,51.7578125,280.2734375,-42.96875,31.73828125,0.0
1769056633.0111578,48.33984375,161.1328125,-28.80859375,31.25,0.0
1769056633.0148418,24.90234375,-110.3515625,-23.92578125,31.73828125,0.0
1769056633.0185258,11.71875,-56.640625,-37.59765625,15.625,0.0
1769056633.02221,53.7109375,210.44921875,-40.52734375,26.85546875,0.0
1769056633.025894,80.078125,10.7421875,-32.2265625,61.5234375,0.0
1769056633.029578,57.12890625,-261.23046875,-29.78515625,56.640625,0.0
1769056633.033262,22.4609375,-261.71875,-26.3671875,22.4609375,0.0
1769056633.0369463,16.11328125,-270.99609375,-26.3671875,25.87890625,0.0
1769056633.0406303,59.5703125,-639.6484375,-20.5078125,60.546875,0.0
1769056633.0443144,70.3125,-487.79296875,-28.80859375,48.33984375,0.0
1769056633.0479984,34.1796875,280.76171875,-45.41015625,10.25390625,0.0
1769056633.0516825,23.92578125,17.578125,-34.1796875,5.859375,0.0
1769056633.0518622,17.08984375,-167.96875,-26.85546875,2.44140625,0.0
1769056633.055449,33.203125,170.41015625,-30.76171875,21.97265625,0.0
1769056633.0590355,64.453125,191.89453125,-26.85546875,50.29296875,0.0
1769056633.0626223,48.33984375,51.26953125,-29.296875,30.76171875,0.0
1769056633.066209,6.8359375,18.5546875,-32.71484375,1.46484375,0.0
1769056633.0697958,-2.9296875,-145.99609375,-32.71484375,-3.41796875,0.0
1769056633.0733826,45.8984375,-389.16015625,-36.1328125,31.25,0.0
1769056633.0769691,69.82421875,-575.1953125,-37.59765625,53.22265625,0.0
1769056633.080556,20.01953125,-213.8671875,-48.828125,3.41796875,0.0
1769056633.0841427,-6.34765625,65.4296875,-47.8515625,-14.16015625,0.0
1769056633.0877295,-7.8125,-99.12109375,-37.109375,-1.46484375,0.0
1769056633.0913162,5.859375,0.48828125,-31.73828125,4.39453125,0.0
1769056633.092108,28.3203125,283.203125,0.0,19.04296875,0.0
1769056633.0956364,37.59765625,41.015625,0.0,32.2265625,0.0
1769056633.099165,17.578125,-301.7578125,0.0,18.06640625,0.0
1769056633.1026933,-16.11328125,0.0,0.0,-18.06640625,0.0
1769056633.106222,13.671875,100.5859375,0.0,3.90625,0.0
1769056633.1097505,54.6875,-211.42578125,0.0,42.48046875,0.0
1769056633.1132789,52.24609375,-310.05859375,0.0,46.38671875,0.0
1769056633.1168075,27.83203125,-213.37890625,0.0,36.1328125,0.0
1769056633.1203358,10.25390625,-442.87109375,0.0,28.3203125,0.0
1769056633.1238644,13.18359375,-574.21875,0.0,26.85546875,0.0
1769056633.1273928,27.83203125,-96.19140625,0.0,25.390625,0.0
1769056633.1309214,40.52734375,15.13671875,0.0,41.9921875,0.0
1769056633.132994,18.5546875,-116.69921875,-25.87890625,37.59765625,0.0
1769056633.1364982,-8.7890625,-9.27734375,-28.80859375,-1.46484375,0.0
1769056633.1400025,0.9765625,122.55859375,-31.25,0.9765625,0.0
1769056633.1435065,36.1328125,16.11328125,-24.90234375,49.8046875,0.0
1769056633.1470108,41.50390625,-102.05078125,-17.578125,55.6640625,0.0
1769056633.150515,16.11328125,-171.38671875,-22.94921875,32.2265625,0.0
1769056633.1540194,-6.8359375,-243.1640625,-30.2734375,3.41796875,0.0
1769056633.1575236,14.6484375,-644.04296875,-19.53125,23.4375,0.0
1769056633.1610277,33.69140625,-717.7734375,-22.4609375,42.48046875,0.0
1769056633.164532,11.23046875,110.3515625,-43.9453125,15.625,0.0
1769056633.1680362,11.71875,94.7265625,-33.203125,27.83203125,0.0
1769056633.1715405,-4.8828125,-198.2421875,-26.3671875,8.30078125,0.0
1769056633.1749945,-19.04296875,14.16015625,-31.73828125,-8.30078125,0.0
1769056633.178498,17.578125,-25.390625,-28.80859375,29.78515625,0.0
1769056633.1820016,32.71484375,-221.6796875,-31.73828125,45.8984375,0.0
1769056633.185505,12.6953125,-3.90625,-42.48046875,17.08984375,0.0
1769056633.1890085,-20.99609375,58.59375,-42.48046875,-5.859375,0.0
1769056633.192512,-19.04296875,-341.796875,-32.2265625,16.6015625,0.0
1769056633.1960156,22.94921875,-717.28515625,-31.73828125,48.828125,0.0
1769056633.1995192,25.87890625,-465.8203125,-41.50390625,32.71484375,0.0
1769056633.2030227,10.7421875,27.83203125,-42.48046875,11.71875,0.0
1769056633.2065263,1.953125,-244.62890625,-33.203125,14.6484375,0.0
1769056633.2100298,-10.7421875,-344.7265625,-35.64453125,2.44140625,0.0
1769056633.2135332,1.46484375,61.03515625,-38.57421875,9.27734375,0.0
1769056633.217239,37.109375,-46.875,-29.296875,39.0625,0.0
1769056633.2207448,36.1328125,-223.6328125,-26.85546875,42.96875,0.0
1769056633.2242508,-9.765625,-61.5234375,-27.83203125,6.8359375,0.0
1769056633.2277567,-28.80859375,-108.3984375,-29.296875,-12.20703125,0.0
1769056633.2312627,-6.34765625,-403.80859375,-31.25,13.671875,0.0
1769056633.2347686,15.13671875,-461.9140625,-32.2265625,31.25,0.0
1769056633.2382746,6.34765625,-224.609375,-35.64453125,8.7890625,0.0
1769056633.2417805,-21.97265625,-115.234375,-39.0625,-18.06640625,0.0
1769056633.2452865,-14.6484375,-714.35546875,-29.78515625,8.7890625,0.0
1769056633.2487924,-3.90625,-606.93359375,-38.0859375,10.25390625,0.0
1769056633.2522984,5.37109375,85.9375,-53.22265625,0.0,0.0
1769056633.2558043,20.99609375,-84.47265625,-46.875,20.01953125,0.0
1769056633.262871,0.0,-187.98828125,-41.50390625,8.30078125,0.0
1769056633.266414,0.0,-65.4296875,-38.57421875,-14.6484375,0.0
1769056633.269957,0.0,-167.48046875,-34.66796875,10.7421875,0.0
1769056633.2735002,0.0,-194.82421875,-36.1328125,36.1328125,0.0
1769056633.277043,0.0,2.44140625,-45.41015625,19.04296875,0.0
1769056633.2805862,0.0,-121.58203125,-38.57421875,21.484375,0.0
1769056633.2841291,0.0,-626.953125,-20.5078125,41.015625,0.0
1769056633.2876723,0.0,-877.44140625,-23.92578125,47.36328125,0.0
1769056633.2912152,0.0,-304.19921875,-43.45703125,32.2265625,0.0
1769056633.2947583,0.0,9.27734375,-42.96875,31.25,0.0
1769056633.2983012,0.0,-202.1484375,-33.203125,26.3671875,0.0
1769056633.3018444,0.0,-129.39453125,-33.203125,3.41796875,0.0
1769056633.3028753,-0.48828125,-45.8984375,-29.296875,19.53125,0.0
1769056633.306395,-26.85546875,-252.9296875,-21.484375,58.10546875,0.0
1769056633.3099148,3.90625,-157.2265625,-26.3671875,48.828125,0.0
1769056633.3134346,32.2265625,106.93359375,-24.90234375,35.15625,0.0
1769056633.3169544,18.06640625,-57.12890625,-20.5078125,34.1796875,0.0
1769056633.3204741,9.765625,-518.06640625,-20.99609375,41.9921875,0.0
1769056633.323994,6.34765625,-429.19921875,-30.2734375,45.8984375,0.0
1769056633.3275137,15.13671875,149.90234375,-41.50390625,34.66796875,0.0
1769056633.3310335,16.6015625,-162.59765625,-27.34375,54.6875,0.0
1769056633.3345532,19.53125,-583.0078125,-27.34375,38.57421875,0.0
1769056633.338073,17.578125,-164.0625,-40.0390625,7.32421875,0.0
1769056633.3415928,-15.13671875,143.5546875,-32.71484375,33.203125,0.0
1769056633.3466277,47.8515625,-465.8203125,-19.53125,62.01171875,0.0
1769056633.3501601,37.109375,-572.265625,-25.87890625,45.8984375,0.0
1769056633.3536925,-8.30078125,106.93359375,-35.64453125,-1.46484375,0.0
1769056633.357225,-3.90625,-171.875,-26.3671875,12.20703125,0.0
1769056633.3607574,23.4375,-205.078125,-28.3203125,36.62109375,0.0
1769056633.3642898,29.78515625,1.46484375,-33.69140625,40.0390625,0.0
1769056633.3678222,24.90234375,-132.8125,-34.66796875,41.9921875,0.0
1769056633.3713546,4.8828125,-337.890625,-30.2734375,30.2734375,0.0
1769056633.374887,-17.08984375,-230.46875,-32.71484375,6.8359375,0.0
1769056633.3784194,-1.953125,213.8671875,-40.52734375,14.6484375,0.0
1769056633.3819518,37.59765625,46.875,-31.25,50.29296875,0.0
1769056633.3854842,48.828125,-611.81640625,-25.87890625,69.82421875,0.0
1769056633.3912227,0.48828125,-299.8046875,-40.0390625,11.23046875,0.0
1769056633.3947718,-20.5078125,87.890625,-38.57421875,-7.8125,0.0
1769056633.398321,16.11328125,-84.9609375,-32.2265625,30.76171875,0.0
1769056633.40187,46.38671875,80.56640625,-33.69140625,46.875,0.0
1769056633.405419,38.57421875,297.8515625,-36.62109375,39.55078125,0.0
1769056633.4089682,18.5546875,-162.109375,-23.4375,26.3671875,0.0
1769056633.4125173,4.39453125,-616.69921875,-17.578125,21.97265625,0.0
1769056633.4160664,-1.46484375,-76.171875,-33.69140625,5.37109375,0.0
1769056633.4196155,28.80859375,244.140625,-31.25,22.4609375,0.0
1769056633.4231646,38.0859375,-32.2265625,-30.76171875,31.73828125,0.0
1769056633.4267137,8.30078125,0.9765625,-41.9921875,-0.48828125,0.0
1769056633.4302628,-16.6015625,171.875,-44.921875,-23.4375,0.0
1769056633.4343944,10.25390625,-124.0234375,-29.296875,1.953125,0.0
1769056633.4379475,41.9921875,-204.58984375,-20.99609375,27.83203125,0.0
1769056633.4415007,39.0625,20.5078125,-26.85546875,25.390625,0.0
1769056633.4450538,16.11328125,-6.8359375,-28.3203125,15.625,0.0
1769056633.448607,-6.8359375,-181.15234375,-28.3203125,2.44140625,0.0
1769056633.4521601,10.25390625,-354.00390625,-23.4375,16.11328125,0.0
1769056633.4557133,40.52734375,-198.2421875,-19.53125,45.41015625,0.0
1769056633.4592664,47.8515625,-168.45703125,-17.08984375,55.17578125,0.0
1769056633.4628196,33.203125,-568.84765625,-15.13671875,40.52734375,0.0
1769056633.4663727,-11.71875,-280.2734375,-29.78515625,3.90625,0.0
1769056633.4699259,-11.71875,158.69140625,-32.71484375,11.71875,0.0
1769056633.473479,31.73828125,-44.921875,-25.87890625,50.78125,0.0
1769056633.480014,39.55078125,38.57421875,-23.92578125,50.78125,0.0
1769056633.4835863,28.80859375,310.05859375,-27.34375,33.69140625,0.0
1769056633.4871585,19.04296875,48.33984375,-23.92578125,27.83203125,0.0
1769056633.4907308,11.23046875,-185.05859375,-22.4609375,23.92578125,0.0
1769056633.494303,28.3203125,95.703125,-24.90234375,23.4375,0.0
1769056633.4978752,44.921875,123.53515625,-23.92578125,41.9921875,0.0
1769056633.5014477,49.8046875,-460.9375,-19.04296875,62.5,0.0
1769056633.50502,14.16015625,-664.0625,-22.4609375,24.90234375,0.0
1769056633.5085921,-14.16015625,-14.16015625,-36.62109375,-17.08984375,0.0
1769056633.5121644,26.3671875,52.734375,-32.71484375,16.6015625,0.0
1769056633.5157366,49.8046875,-88.37890625,-27.34375,34.1796875,0.0
1769056633.519309,36.62109375,179.6875,-30.76171875,17.08984375,0.0
1769056633.5242102,8.7890625,249.0234375,-30.76171875,-0.9765625,0.0
1769056633.5277903,7.32421875,-178.7109375,-18.06640625,9.27734375,0.0
1769056633.5313704,24.4140625,-164.0625,-21.484375,22.94921875,0.0
1769056633.5349507,34.1796875,264.16015625,-31.25,23.92578125,0.0
1769056633.5385308,36.1328125,172.8515625,-25.87890625,26.85546875,0.0
1769056633.542111,14.6484375,-212.890625,-20.5078125,16.11328125,0.0
1769056633.5456913,-0.9765625,-399.90234375,-25.390625,6.34765625,0.0
1769056633.5492713,19.53125,-178.22265625,-26.85546875,14.16015625,0.0
