timestamp,ch1,ch2,ch3,ch4
1769023783.7963414,0.0,0.0,-0.48828125,0.0,0.0
1769023783.800201,0.0,0.0,-1.46484375,0.0,0.0
1769023783.8040605,0.0,-3.90625,9.27734375,0.0,0.0
1769023783.8079202,0.0,7.8125,-28.80859375,0.0,0.0
1769023783.8117797,0.0,-38.57421875,106.4453125,0.0,0.0
1769023783.8156393,0.0,-101.07421875,152.34375,0.0,0.0
1769023783.8194988,0.0,-61.5234375,-28.80859375,0.0,0.0
1769023783.8233583,0.0,-2.9296875,-2.44140625,0.0,0.0
1769023783.8272178,0.0,14.16015625,12.6953125,0.0,0.0
1769023783.8310776,0.0,-43.45703125,-21.97265625,0.0,0.0
1769023783.834937,0.0,-80.56640625,-50.29296875,0.0,0.0
1769023783.8387966,0.0,-58.10546875,-48.33984375,0.0,0.0
1769023783.8415856,173.828125,5.37109375,-12.6953125,31.73828125,0.0
1769023783.845356,502.9296875,31.25,0.48828125,177.24609375,0.0
1769023783.8491263,-84.47265625,-50.78125,-30.2734375,-87.890625,0.0
1769023783.8528967,-583.984375,-89.35546875,-60.05859375,-306.640625,0.0
1769023783.856667,-414.55078125,-56.15234375,-62.5,-220.21484375,0.0
1769023783.8604376,69.3359375,-19.04296875,-35.15625,13.671875,0.0
1769023783.864208,516.11328125,7.32421875,-16.6015625,206.54296875,0.0
1769023783.8679783,7.8125,-31.25,-38.0859375,-74.70703125,0.0
1769023783.8717487,-580.078125,-72.265625,-66.40625,-331.54296875,0.0
1769023783.875519,-442.87109375,-63.96484375,-65.4296875,-222.16796875,0.0
1769023783.8792894,-5.37109375,-26.3671875,-26.85546875,-33.203125,0.0
1769023783.8830597,507.32421875,17.578125,2.9296875,181.15234375,0.0
1769023783.8842807,0.0,-20.01953125,-35.15625,14.6484375,0.0
1769023783.887945,0.0,-74.70703125,-61.5234375,-269.53125,0.0
1769023783.891609,0.0,-59.08203125,-54.6875,-228.515625,0.0
1769023783.8952732,0.0,-20.99609375,-38.0859375,-31.73828125,0.0
1769023783.8989372,0.0,10.7421875,-23.92578125,196.2890625,0.0
1769023783.9026015,0.0,-25.87890625,-33.203125,48.828125,0.0
