timestamp,ch1,ch2,ch3,ch4
1769020085.1918879,0.0,0.0,-0.48828125,0.0,0.0
1769020085.1957474,0.0,0.0,0.48828125,0.0,0.0
1769020085.199607,0.0,-0.9765625,23.92578125,-1.46484375,0.0
1769020085.2034667,0.0,1.46484375,-62.98828125,1.46484375,0.0
1769020085.2073262,0.0,-9.765625,373.53515625,-9.27734375,0.0
1769020085.2111857,0.0,-25.390625,846.6796875,-43.9453125,0.0
1769020085.2150452,0.0,-27.83203125,779.296875,-55.6640625,0.0
1769020085.2189047,0.0,-29.296875,774.4140625,-35.15625,0.0
1769020085.2227643,0.0,-28.80859375,798.33984375,3.41796875,0.0
1769020085.226624,0.0,-27.83203125,845.21484375,5.859375,0.0
1769020085.2304835,0.0,-14.6484375,827.1484375,-29.296875,0.0
1769020085.234343,0.0,-15.13671875,776.3671875,-40.52734375,0.0
1769020085.2374287,-30.76171875,-19.53125,808.59375,-26.85546875,0.0
1769020085.2412236,28.3203125,-19.53125,835.44921875,10.7421875,0.0
1769020085.2450187,28.3203125,-22.94921875,731.93359375,12.20703125,0.0
1769020085.2488136,-31.73828125,-22.94921875,714.35546875,-38.57421875,0.0
1769020085.2526088,-47.8515625,-27.83203125,753.90625,-58.59375,0.0
1769020085.256404,-31.25,-24.4140625,661.62109375,-26.85546875,0.0
1769020085.2601988,3.90625,-24.4140625,533.69140625,13.671875,0.0
1769020085.263994,25.87890625,-23.4375,642.578125,21.97265625,0.0
1769020085.2677891,-21.484375,-21.484375,682.6171875,-20.5078125,0.0
1769020085.271584,-53.7109375,-29.78515625,511.23046875,-47.36328125,0.0
1769020085.2753792,-24.90234375,-31.25,529.296875,-40.0390625,0.0
1769020085.279174,3.41796875,-29.78515625,603.515625,-14.6484375,0.0
1769020085.2808545,17.08984375,-35.15625,539.0625,4.8828125,0.0
1769020085.2845614,-19.53125,-38.57421875,475.5859375,-32.2265625,0.0
1769020085.2882683,-63.96484375,-37.59765625,488.28125,-62.5,0.0
1769020085.2919753,-53.22265625,-35.15625,476.5625,-49.8046875,0.0
1769020085.2956822,-6.8359375,-31.25,342.28515625,-16.11328125,0.0
1769020085.2993891,33.69140625,-24.4140625,343.26171875,11.71875,0.0
1769020085.303096,13.18359375,-16.11328125,398.4375,-5.37109375,0.0
1769020085.306803,-44.43359375,-26.3671875,326.171875,-28.3203125,0.0
1769020085.31051,-64.453125,-33.69140625,17.08984375,-40.0390625,0.0
1769020085.3142169,-26.85546875,-25.390625,119.62890625,-23.4375,0.0
1769020085.3179238,40.0390625,-25.87890625,477.05078125,15.13671875,0.0
1769020085.3216307,28.80859375,-33.69140625,276.3671875,8.7890625,0.0
1769020085.3219807,-48.828125,-49.31640625,196.2890625,-31.73828125,0.0
1769020085.3255944,-58.59375,-46.38671875,269.04296875,-31.25,0.0
1769020085.3292081,-13.18359375,-42.96875,242.67578125,-2.9296875,0.0
1769020085.3328218,26.85546875,-43.9453125,286.1328125,14.6484375,0.0
1769020085.3364356,9.765625,-38.0859375,278.3203125,-6.8359375,0.0
1769020085.3400493,-55.17578125,-41.9921875,212.890625,-42.96875,0.0
1769020085.343663,-69.3359375,-36.62109375,25.87890625,-35.64453125,0.0
1769020085.3472767,-25.390625,-34.66796875,-154.78515625,-10.25390625,0.0
1769020085.3508904,29.78515625,-36.1328125,222.16796875,15.13671875,0.0
1769020085.3545039,27.34375,-35.15625,333.49609375,10.7421875,0.0
1769020085.3581176,-35.64453125,-28.80859375,186.03515625,-32.71484375,0.0
1769020085.3617313,-47.36328125,-20.5078125,181.640625,-42.96875,0.0
1769020085.362659,-20.5078125,-23.92578125,231.93359375,-20.01953125,0.0
1769020085.3662167,14.6484375,-29.296875,167.48046875,10.25390625,0.0
1769020085.3697743,14.6484375,-22.4609375,127.9296875,8.7890625,0.0
1769020085.3733323,-56.15234375,-30.2734375,211.9140625,-35.15625,0.0
1769020085.37689,-68.359375,-41.015625,47.36328125,-47.8515625,0.0
1769020085.3804476,-11.23046875,-27.83203125,-240.72265625,-20.99609375,0.0
1769020085.3840053,22.94921875,-22.4609375,-230.46875,8.30078125,0.0
1769020085.3875632,17.578125,-25.87890625,-114.74609375,3.90625,0.0
1769020085.391121,-38.57421875,-29.296875,-322.265625,-40.0390625,0.0
1769020085.3946786,-61.5234375,-33.69140625,-431.640625,-50.78125,0.0
1769020085.3982363,-28.3203125,-45.8984375,-232.421875,-31.25,0.0
1769020085.401794,16.11328125,-41.50390625,-188.96484375,-2.44140625,0.0
1769020085.4034662,39.0625,-29.296875,-86.42578125,12.6953125,0.0
1769020085.4069924,-8.30078125,-27.83203125,99.12109375,-30.2734375,0.0
1769020085.410519,-65.4296875,-32.71484375,187.5,-49.8046875,0.0
1769020085.414045,-43.45703125,-36.1328125,46.38671875,-30.2734375,0.0
1769020085.4175713,28.3203125,-30.76171875,41.50390625,-8.7890625,0.0
1769020085.4210978,42.96875,-21.484375,217.28515625,10.7421875,0.0
1769020085.424624,-29.296875,-16.11328125,234.86328125,-20.5078125,0.0
1769020085.4281504,-77.63671875,-32.71484375,-171.38671875,-44.921875,0.0
1769020085.4316766,-56.640625,-41.015625,-230.46875,-30.76171875,0.0
1769020085.4352028,2.44140625,-26.85546875,305.17578125,-12.6953125,0.0
1769020085.4387293,55.17578125,-22.94921875,239.2578125,20.5078125,0.0
1769020085.4422555,-2.44140625,-24.90234375,146.97265625,-16.6015625,0.0
1769020085.4459941,-70.3125,-26.3671875,218.26171875,-65.91796875,0.0
1769020085.4495234,-36.62109375,-29.78515625,119.140625,-38.0859375,0.0
1769020085.4530528,-8.7890625,-35.64453125,43.9453125,-13.18359375,0.0
1769020085.456582,8.30078125,-34.1796875,206.0546875,4.8828125,0.0
1769020085.4601114,-2.44140625,-23.92578125,258.7890625,-7.8125,0.0
1769020085.4636405,-57.6171875,-31.25,-71.2890625,-38.57421875,0.0
1769020085.4671698,-54.19921875,-40.0390625,-373.53515625,-25.87890625,0.0
1769020085.470699,-6.8359375,-34.66796875,-140.13671875,-1.953125,0.0
1769020085.4742284,39.55078125,-27.34375,208.49609375,24.4140625,0.0
1769020085.4777575,14.16015625,-23.92578125,64.453125,-3.41796875,0.0
1769020085.4812868,-62.5,-31.73828125,-146.484375,-62.98828125,0.0
1769020085.484816,-68.359375,-35.64453125,-83.0078125,-64.453125,0.0
1769020085.488395,-20.99609375,-27.34375,-166.015625,-37.109375,0.0
1769020085.4919248,22.4609375,-18.5546875,-83.984375,7.32421875,0.0
1769020085.4954548,15.625,-20.01953125,178.7109375,-0.48828125,0.0
1769020085.4989846,-52.24609375,-32.71484375,-6.34765625,-46.875,0.0
1769020085.5025144,-77.1484375,-41.50390625,-275.87890625,-46.875,0.0
1769020085.5060441,-26.85546875,-35.15625,-287.109375,-21.484375,0.0
1769020085.5095742,25.390625,-24.4140625,-120.60546875,14.16015625,0.0
1769020085.513104,9.27734375,-29.296875,56.15234375,11.71875,0.0
1769020085.5166337,-51.26953125,-35.15625,-216.796875,-35.64453125,0.0
1769020085.5201635,-69.82421875,-26.3671875,-209.47265625,-57.12890625,0.0
1769020085.5236936,-41.9921875,-29.296875,78.125,-38.0859375,0.0
1769020085.5272233,34.1796875,-30.76171875,136.23046875,-6.8359375,0.0
1769020085.529491,0.0,-27.34375,159.66796875,1.953125,0.0
1769020085.5330076,0.0,-32.71484375,218.26171875,-32.2265625,0.0
1769020085.5365245,0.0,-32.71484375,84.47265625,-56.15234375,0.0
1769020085.5400412,0.0,-28.80859375,-27.34375,-35.15625,0.0
1769020085.543558,0.0,-31.25,160.64453125,1.46484375,0.0
1769020085.5470746,0.0,-32.2265625,216.30859375,6.8359375,0.0
1769020085.5505912,0.0,-31.73828125,-201.171875,-33.69140625,0.0
1769020085.554108,0.0,-33.203125,-516.11328125,-57.6171875,0.0
1769020085.5576246,0.0,-25.87890625,-208.0078125,-42.96875,0.0
1769020085.5611413,0.0,-21.97265625,31.73828125,5.859375,0.0
1769020085.564658,0.0,-30.2734375,103.515625,24.4140625,0.0
1769020085.5681746,0.0,-32.2265625,149.90234375,-30.2734375,0.0
1769020085.5729175,-69.3359375,-20.01953125,100.09765625,-44.921875,0.0
1769020085.5764456,-39.55078125,-23.92578125,-159.66796875,-20.99609375,0.0
1769020085.5799737,-15.625,-48.33984375,-199.21875,-4.8828125,0.0
1769020085.5835018,6.8359375,-48.33984375,144.04296875,5.859375,0.0
1769020085.5870297,-31.25,-40.52734375,-0.9765625,-22.94921875,0.0
