timestamp,ch1,ch2,ch3,ch4
1769023479.7367134,-0.48828125,0.0,0.0,-0.48828125,0.0
1769023479.740573,6.34765625,0.0,-4.8828125,1.953125,0.0
1769023479.7444324,-31.73828125,-32.71484375,32.71484375,21.97265625,0.0
1769023479.7482922,41.9921875,68.359375,-95.703125,-73.2421875,0.0
1769023479.7521517,-146.97265625,-363.76953125,356.4453125,342.7734375,0.0
1769023479.7560112,-820.3125,-1000.0,562.98828125,539.0625,0.0
1769023479.7598708,-1000.0,-729.4921875,19.04296875,-279.296875,0.0
1769023479.7637303,-419.43359375,434.5703125,445.3125,-980.46875,0.0
1769023479.7675898,827.63671875,974.609375,761.23046875,-708.49609375,0.0
1769023479.7714496,581.54296875,-211.9140625,65.91796875,576.66015625,0.0
1769023479.775309,-667.48046875,-1000.0,-611.81640625,842.28515625,0.0
1769023479.7791686,-1000.0,-776.3671875,-554.19921875,9.765625,0.0
1769023479.782014,0.0,361.328125,9.27734375,0.0,0.0
1769023479.7857888,0.0,999.51171875,534.66796875,0.0,0.0
1769023479.789564,0.0,-109.86328125,-77.1484375,0.0,0.0
1769023479.793339,0.0,-1000.0,-764.6484375,0.0,0.0
1769023479.797114,0.0,-785.15625,-639.6484375,0.0,0.0
1769023479.800889,0.0,238.28125,-156.25,0.0,0.0
1769023479.8046641,0.0,999.51171875,360.3515625,0.0,0.0
1769023479.808439,0.0,8.7890625,-88.37890625,0.0,0.0
1769023479.8122141,0.0,-1000.0,-721.6796875,0.0,0.0
1769023479.8159893,0.0,-928.7109375,-712.890625,0.0,0.0
1769023479.8197641,0.0,47.36328125,-282.2265625,0.0,0.0
1769023479.8235393,0.0,999.51171875,390.13671875,0.0,0.0
1769023479.8248298,944.3359375,193.359375,40.0390625,210.44921875,0.0
1769023479.8285015,-182.6171875,-1000.0,-720.703125,926.26953125,0.0
1769023479.8321729,-1000.0,-928.7109375,-726.07421875,178.22265625,0.0
1769023479.8358445,-833.0078125,18.5546875,-321.77734375,-686.5234375,0.0
1769023479.839516,266.11328125,967.7734375,254.39453125,-876.953125,0.0
1769023479.8431876,979.00390625,86.42578125,8.7890625,305.6640625,0.0
1769023479.846859,-60.05859375,-1000.0,-675.78125,980.46875,0.0
1769023479.8505306,-1000.0,-963.8671875,-750.0,341.30859375,0.0
1769023479.854202,-751.46484375,-395.5078125,-465.33203125,-357.91015625,0.0
1769023479.8578734,195.80078125,805.6640625,218.75,-1000.0,0.0
1769023479.861545,921.875,544.43359375,247.55859375,-228.515625,0.0
1769023479.8652165,70.3125,-843.75,-598.6328125,999.51171875,0.0
1769023479.8640478,-949.70703125,-1000.0,-790.52734375,441.89453125,0.0
1769023479.8675847,-970.703125,-204.1015625,-444.82421875,-526.3671875,0.0
1769023479.871122,6.34765625,921.38671875,227.5390625,-1000.0,0.0
1769023479.874659,999.51171875,555.6640625,290.0390625,-178.7109375,0.0
1769023479.878196,170.41015625,-769.04296875,-519.04296875,999.51171875,0.0
1769023479.8817332,-959.47265625,-1000.0,-778.80859375,588.37890625,0.0
1769023479.88527,-883.7890625,-566.89453125,-527.83203125,-201.66015625,0.0
1769023479.8888073,64.453125,578.125,79.58984375,-904.296875,0.0
1769023479.8923442,957.03125,740.72265625,336.9140625,-462.890625,0.0
1769023479.8958814,236.328125,-557.12890625,-415.52734375,859.375,0.0
1769023479.8994184,-863.28125,-1000.0,-801.26953125,671.38671875,0.0
1769023479.9029555,-1000.0,-468.26171875,-526.85546875,-326.171875,0.0
1769023479.9042585,0.0,698.73046875,120.1171875,-1000.0,0.0
1769023479.9077492,0.0,771.484375,413.57421875,-440.4296875,0.0
1769023479.9112396,0.0,-529.296875,-363.28125,899.90234375,0.0
1769023479.91473,0.0,-1000.0,-799.31640625,673.33984375,0.0
1769023479.9182208,0.0,-653.80859375,-570.80078125,-170.8984375,0.0
1769023479.9217112,0.0,470.703125,-11.23046875,-897.94921875,0.0
1769023479.9252017,0.0,902.83203125,411.1328125,-627.44140625,0.0
1769023479.9286923,0.0,-335.9375,-263.18359375,671.875,0.0
1769023479.9321828,0.0,-1000.0,-817.87109375,858.88671875,0.0
1769023479.9356732,0.0,-757.8125,-629.39453125,18.06640625,0.0
1769023479.939164,0.0,399.90234375,-42.48046875,-937.98828125,0.0
1769023479.9426544,0.0,999.51171875,464.35546875,-747.55859375,0.0
1769023479.9449825,708.0078125,-181.640625,0.0,585.9375,0.0
1769023479.9484537,-594.23828125,-1000.0,0.0,817.3828125,0.0
1769023479.9519248,-1000.0,-773.92578125,0.0,-36.62109375,0.0
1769023479.955396,-559.5703125,280.76171875,0.0,-819.3359375,0.0
1769023479.958867,677.734375,999.51171875,0.0,-879.39453125,0.0
1769023479.9623382,830.078125,-64.453125,0.0,415.52734375,0.0
1769023479.9658093,-437.98828125,-1000.0,0.0,887.20703125,0.0
1769023479.9692807,-949.70703125,-1000.0,0.0,275.390625,0.0
1769023479.9727519,-628.41796875,-76.66015625,0.0,-519.04296875,0.0
1769023479.976223,329.1015625,999.51171875,0.0,-1000.0,0.0
1769023479.9796941,932.6171875,156.73828125,0.0,208.49609375,0.0
1769023479.9831653,-248.046875,-1000.0,0.0,921.875,0.0
1769023479.9868553,-1000.0,-876.953125,-669.921875,122.0703125,0.0
1769023479.9903295,-755.859375,-1.46484375,-244.62890625,-632.32421875,0.0
1769023479.9938037,393.06640625,999.51171875,376.953125,-1000.0,0.0
1769023479.997278,932.6171875,310.546875,164.0625,73.73046875,0.0
1769023480.000752,-241.69921875,-978.515625,-619.62890625,968.26171875,0.0
1769023480.0042262,-1000.0,-992.67578125,-711.42578125,388.18359375,0.0
1769023480.0077004,-732.421875,-344.23828125,-375.0,-345.21484375,0.0
1769023480.0111747,259.27734375,893.5546875,321.2890625,-1000.0,0.0
1769023480.014649,980.46875,501.953125,287.109375,-161.62109375,0.0
1769023480.0181231,-13.18359375,-883.30078125,-559.08203125,999.51171875,0.0
1769023480.0215971,-1000.0,-977.5390625,-720.21484375,380.859375,0.0
1769023480.0250714,-934.5703125,-135.7421875,-349.12109375,-527.83203125,0.0
1769023480.029047,0.0,955.078125,0.0,-1000.0,0.0
1769023480.0325272,0.0,545.41015625,0.0,-123.046875,0.0
1769023480.0360074,0.0,-775.87890625,0.0,991.69921875,0.0
1769023480.0394876,0.0,-1000.0,0.0,536.1328125,0.0
1769023480.0429678,0.0,-480.46875,0.0,-271.484375,0.0
1769023480.046448,0.0,699.70703125,0.0,-998.53515625,0.0
1769023480.049928,0.0,675.78125,0.0,-374.0234375,0.0
1769023480.0534081,0.0,-655.2734375,0.0,918.9453125,0.0
1769023480.0568883,0.0,-1000.0,0.0,776.85546875,0.0
1769023480.0603685,0.0,-429.6875,0.0,-300.78125,0.0
1769023480.0638487,0.0,755.37109375,0.0,-1000.0,0.0
1769023480.067329,0.0,732.421875,0.0,-397.94921875,0.0
1769023480.0699477,320.80078125,-552.24609375,-329.1015625,875.48828125,0.0
1769023480.073419,-884.27734375,-1000.0,-758.7890625,643.06640625,0.0
1769023480.0768902,-984.86328125,-596.6796875,-513.18359375,-172.36328125,0.0
1769023480.0803614,-243.65234375,519.53125,95.703125,-888.671875,0.0
1769023480.0838325,889.6484375,886.23046875,504.39453125,-590.33203125,0.0
1769023480.0873036,590.8203125,-362.3046875,-197.265625,714.84375,0.0
1769023480.090775,-584.47265625,-1000.0,-778.3203125,928.22265625,0.0
1769023480.0942461,-970.21484375,-744.62890625,-598.14453125,97.65625,0.0
1769023480.0977173,-544.921875,424.8046875,74.21875,-943.84765625,0.0
1769023480.1011884,722.16796875,994.140625,622.0703125,-720.21484375,0.0
1769023480.1046598,637.20703125,-233.88671875,-54.19921875,645.5078125,0.0
1769023480.108131,-673.828125,-1000.0,-721.19140625,811.5234375,0.0
