timestamp,Delta,Theta,Alpha,Beta,Gamma,Stress_Index
1769021439.7814221,0.0,0.0,0.0,0.0,0.0,0.0
1769021440.8381658,0.0,0.0,0.0,0.0,0.0,0.0
1769021441.9035885,0.0,0.0,0.0,0.0,0.0,0.0
1769021442.9480217,0.0,0.0,0.0,0.0,0.0,0.0
1769021443.962885,0.44708681173984166,0.10548910546550638,0.05982174387513093,0.06386592216191839,0.10257898069454593,0.38633602138415335
1769021444.9706032,0.4740743571226977,0.053138795098305124,0.04186692496575466,0.031939186031533395,0.14010170344223888,0.33617817781729437
1769021445.9754343,0.42674496028531494,0.05170521893727485,0.038216584908507746,0.03670203163148951,0.17761194270474848,0.40815043639468146
1769021446.9882925,0.3744790867098837,0.06414486116353921,0.03743797774117222,0.04339414551521195,0.23295640949969337,0.42717568053238186
1769021448.0127134,0.16071418793808948,0.14200833029046592,0.04633697115548291,0.08284860009038249,0.32294090935608777,0.43987378278388006
1769021449.0145514,0.09050181430810701,0.07458791629475461,0.046349756799023714,0.09517752552970148,0.3757266357586171,0.7869899933158591
1769021450.024001,0.13096001621049153,0.09430379973662864,0.04910167628517179,0.09189695041495195,0.3671477519943195,0.6408145082721503
1769021451.0325222,0.1460357282367822,0.0676962197251539,0.04471325980910059,0.08107271065152792,0.37042791503511135,0.721220218857112
1769021452.0446076,0.10994597381782785,0.06809094904337203,0.056405192540916936,0.10461815723389803,0.35954749769827765,0.8403257769823401
1769021453.062463,0.10900169570695843,0.0860850155310701,0.07088645958500117,0.10909740459153838,0.3450896988473693,0.6950097748721087
1769021454.0639765,0.1280515694314813,0.08368870690343222,0.06013535494694401,0.10641040065040863,0.35823745727485434,0.739859933181251
1769021455.0775654,0.09421906033719901,0.08676574720151888,0.0829219040405745,0.11582390696927083,0.3353606135583554,0.6825671965771348
1769021456.0835006,0.10121550933493133,0.08108375348319782,0.09142874573390349,0.11307014300841636,0.3227300564811386,0.6554277985291002
1769021457.0883586,0.11037086792982662,0.10478572538179882,0.07058946199306142,0.09724288582848631,0.3401028079522053,0.5544816960847322
1769021458.0923097,0.13229634208978916,0.07840784380274239,0.0690442667043418,0.10265170379427513,0.33360433684007107,0.6961650618373586
1769021459.1136286,0.11885237306426075,0.0978377458781671,0.05782927027095429,0.11211492080964924,0.343311318323719,0.7202180870747998
1769021460.1243675,0.10837477693700374,0.09129132099249945,0.04439361052870919,0.13092122568138959,0.3441213610742846,0.9648843046113863
1769021461.1327486,0.09412823520317636,0.051770148207973835,0.06763351514269333,0.14604928598465755,0.3229097945772191,1.2231455781231975
1769021462.143351,0.11974044907444345,0.07938471105535122,0.08520338103493874,0.1524459371079726,0.24540992411757942,0.9262213866781895
1769021463.1648629,0.11997681448403852,0.14117793919791563,0.06792548433615761,0.1416760443126509,0.23228420868304117,0.6775372893513418
1769021464.1825864,0.18093706196580817,0.14597417170703275,0.06994195813667738,0.11925444037116925,0.2456201191655957,0.552315791051366
1769021465.20316,0.18330693056783398,0.13909293966605754,0.07065126867919763,0.12078900720189649,0.24706947247277697,0.5758844655133641
1769021466.2252483,0.2985820846825552,0.13794983614603387,0.0434188980123563,0.0672890759847238,0.23157089477309717,0.37100498766767925
1769021467.2284112,0.3003230078958976,0.13113228707596705,0.04143434226906976,0.07418543657147308,0.2407198319623804,0.4298919609259077
1769021468.5250237,0.30560238842303644,0.10964893980868369,0.040096941008605134,0.06924307893957796,0.2539380686162501,0.4624008096974237
1769021469.5402763,0.23663189956648206,0.09541244497034676,0.042492657177572835,0.07604305460426364,0.3053576829824385,0.5514118187656339
1769021470.55026,0.44893185294490634,0.1622347734587994,0.039529897689871925,0.05257366003601003,0.13486992321746763,0.2605679139404793
1769021471.5511413,0.4966824932589901,0.1574056346078657,0.033382127709968575,0.05155494785427628,0.12267507416851653,0.2702200445558271
1769021472.5726843,0.4446129987331644,0.14776385654166554,0.042264690317971705,0.05767814518208453,0.13132839768815593,0.3035219845295306
1769021473.573947,0.43642793531157853,0.13605540952679135,0.04090259642690468,0.0682515273095882,0.12627886766857194,0.3856911771274711
1769021474.585039,0.4564873766801213,0.11859916988028743,0.03626176463800004,0.07510440744356767,0.11027319123761237,0.484976554614192
1769021475.6033008,0.20011237789690073,0.07625282198669617,0.04541405449193327,0.12338292324547855,0.24928210757451047,1.0140961346288504
1769021476.626553,0.16871576858634366,0.05454348282199715,0.04370886496987428,0.12550505785005478,0.31303470828576935,1.277361643858795
1769021477.8948352,0.15870982162447334,0.051720611606585844,0.041346702230957946,0.1151236690887063,0.3419134859151972,1.2369802819213145
1769021478.932071,0.16890513763926568,0.05949294111574752,0.05215397946995355,0.11836771419408085,0.328250376397214,1.0601873601687157
1769021479.9442384,0.11313506708780072,0.08232783974532973,0.04882492036851016,0.13545840114381585,0.34595750634645056,1.03282133143754
1769021480.9729378,0.1002723778639534,0.07494419337540756,0.05288021996952963,0.1315982058010518,0.3400329224941734,1.029515198561758
1769021481.9888709,0.09535416970916386,0.07217122475363096,0.06063564419596586,0.13588818989897433,0.33467232192465585,1.023193813542378
1769021482.9959104,0.1583596957963513,0.06796773513382268,0.05284749063149534,0.1093150755384819,0.3268037855489675,0.9048045893340786
1769021484.0136764,0.15212045714791464,0.07447751076325301,0.049297731259890995,0.10407245555009892,0.3452328147323754,0.8408112400975881
1769021485.014931,0.15714199236801743,0.07971767366263369,0.04465887872639107,0.07549985714443208,0.3489511899423405,0.6070215701647325
1769021486.030365,0.20715934695372393,0.047466791154411415,0.02843883166537344,0.07423191177333743,0.3579314292143184,0.9779372209665621
1769021487.0454252,0.2109998146187889,0.052758220306180846,0.02602160944253905,0.07585962951274375,0.35415665151808773,0.9629199102713992
1769021488.0501702,0.22165196953515626,0.042235050161932776,0.025974533290004004,0.07622750618364894,0.3433526386754965,1.117531947771142
1769021489.054243,0.18837290846055757,0.06795375566898547,0.03669479956693367,0.07278042119559222,0.3492192370741464,0.6954680412307344
1769021490.2618725,0.18540687656793695,0.07097239019649772,0.0249067818696192,0.0666964495335042,0.34874000397996635,0.6956229645427812
1769021491.2674015,0.18803390998800695,0.071562329582947,0.027547747253058426,0.07155114031948501,0.3399636082856198,0.7219287954854674
1769021492.2914588,0.10706056226439169,0.09993518520256024,0.041583239843463966,0.09862585273284416,0.3386167218572371,0.6969068218074627
1769021493.3161006,0.11081534589244109,0.0948492505740953,0.041989973834863345,0.10546873722868089,0.3255223338704449,0.7707436733915213
1769021494.336068,0.13352296485991194,0.11190579534580107,0.03996099628860329,0.09489587700888906,0.32674704886951883,0.6248584771505376
1769021495.351388,0.14317942623041127,0.09638504844911959,0.04228078562766692,0.10160966501422597,0.32248529406561366,0.7327611226629708
1769021496.3632855,0.15331712188229238,0.08155627262372069,0.07180022131731528,0.09275206711504543,0.29534272468276185,0.6048094861977038
1769021497.3720407,0.13869298255241796,0.0883208399655717,0.08437093553711175,0.08972229864018191,0.2768665365733183,0.5195486515229917
1769021498.3794334,0.12506117000260436,0.08446185152488964,0.07511909221505218,0.0816569656483265,0.27853584251027286,0.5116930132233285
1769021499.3830197,0.10727344376270467,0.08196699511169647,0.07661498904486534,0.0857951499024946,0.300305851317496,0.5410110697487752
1769021500.3853753,0.10544241338663732,0.08900710788018608,0.07630151082315743,0.0815664608363928,0.33500015271196726,0.49341630254902435
1769021501.3930106,0.10459749859045582,0.07457828919157945,0.0614268645409897,0.0905143784114251,0.3574759477562763,0.6655167867580816
1769021502.410968,0.1278015384518486,0.051286093720820325,0.03404403292011324,0.09026805988374693,0.3907923428733432,1.0578561825813877
1769021503.4334545,0.1407576623991606,0.04181735077744983,0.040116604805470246,0.1102572072616241,0.3684800467037886,1.345667505122905
1769021504.4417496,0.1336191538905741,0.05177136528124996,0.035982232586498575,0.1251372859929382,0.358189625774498,1.42599121907581
1769021505.4468193,0.17089816776115432,0.052178268944988046,0.032405268546109624,0.12456018771298934,0.34260779972129674,1.4726117965248553
1769021506.4639761,0.11165402100816546,0.1026227901292068,0.043955147653089395,0.12350936688049248,0.35424470206346453,0.8426133300538213
1769021507.4853618,0.12813690382035064,0.1001494195909168,0.043344310357772343,0.12168501858220519,0.33350350382742305,0.848010366831711
